order_id,customer_name,city,state,order_date,total_units,revenue,product_name,category_name,store_name,sales_staff
1544,"Charolette Rice",Sacramento,CA,2018-04-17,2,833.98,"Sun Bicycles Cruz 7 - 2017","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
1059,"Lyndsey Bean",Fairport,NY,2017-08-14,2,2819.98,"Haro SR 1.3 - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1059,"Lyndsey Bean",Fairport,NY,2017-08-14,1,3999.99,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1059,"Lyndsey Bean",Fairport,NY,2017-08-14,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1592,"Lyndsey Bean",Fairport,NY,2018-04-27,1,2299.99,"Trek Emonda ALR 6 - 2018","Road Bikes","Baldwin Bikes","Venita Daniel"
1592,"Lyndsey Bean",Fairport,NY,2018-04-27,2,9999.98,"Sun Bicycles Spider 3i - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1592,"Lyndsey Bean",Fairport,NY,2018-04-27,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Baldwin Bikes","Venita Daniel"
1592,"Lyndsey Bean",Fairport,NY,2018-04-27,2,419.98,"Trek Precaliber 16 Girl's - 2018","Children Bicycles","Baldwin Bikes","Venita Daniel"
1611,"Lyndsey Bean",Fairport,NY,2018-09-06,1,2799.99,"Electra Loft Go! 8i - 2018","Electric Bikes","Baldwin Bikes","Venita Daniel"
1611,"Lyndsey Bean",Fairport,NY,2018-09-06,2,6399.98,"Trek Domane SL 6 - 2018","Road Bikes","Baldwin Bikes","Venita Daniel"
1611,"Lyndsey Bean",Fairport,NY,2018-09-06,1,749.99,"Electra Morningstar 3i Ladies' - 2018","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
104,"Latasha Hays",Buffalo,NY,2016-03-03,2,898.00,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
104,"Latasha Hays",Buffalo,NY,2016-03-03,1,599.99,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
1604,"Latasha Hays",Buffalo,NY,2018-06-17,1,209.99,"Trek Precaliber 16 Girl's - 2018","Children Bicycles","Baldwin Bikes","Venita Daniel"
512,"Jacquline Duncan","Jackson Heights",NY,2016-10-19,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Venita Daniel"
1010,"Jacquline Duncan","Jackson Heights",NY,2017-07-18,2,833.98,"Sun Bicycles Cruz 7 - Women's - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
1523,"Jacquline Duncan","Jackson Heights",NY,2018-04-12,2,1499.98,"Electra Townie Commute 8D - 2018","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
76,"Genoveva Baldwin","Port Washington",NY,2016-02-16,1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
76,"Genoveva Baldwin","Port Washington",NY,2016-02-16,2,3361.98,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Baldwin Bikes","Marcelene Boyer"
76,"Genoveva Baldwin","Port Washington",NY,2016-02-16,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
1459,"Genoveva Baldwin","Port Washington",NY,2018-03-21,1,1259.90,"Electra Amsterdam Royal 8i - 2017/2018","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1593,"Genoveva Baldwin","Port Washington",NY,2018-04-27,2,699.98,"Electra Savannah 3i (20-inch) - Girl's - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1593,"Genoveva Baldwin","Port Washington",NY,2018-04-27,1,469.99,"Trek Session DH 27.5 Carbon Frameset - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
1593,"Genoveva Baldwin","Port Washington",NY,2018-04-27,2,5599.98,"Trek Dual Sport+ - 2018","Electric Bikes","Baldwin Bikes","Marcelene Boyer"
1593,"Genoveva Baldwin","Port Washington",NY,2018-04-27,1,416.99,"Sun Bicycles Cruz 7 - 2017","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
1593,"Genoveva Baldwin","Port Washington",NY,2018-04-27,2,12999.98,"Trek Emonda SLR 8 - 2018","Road Bikes","Baldwin Bikes","Marcelene Boyer"
825,"Pamelia Newman",Monroe,NY,2017-04-07,1,449.00,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
825,"Pamelia Newman",Monroe,NY,2017-04-07,2,1999.98,"Surly Ice Cream Truck Frameset - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1541,"Pamelia Newman",Monroe,NY,2018-04-16,2,23999.98,"Trek Domane SLR 9 Disc - 2018","Road Bikes","Baldwin Bikes","Venita Daniel"
1541,"Pamelia Newman",Monroe,NY,2018-04-16,2,1199.98,"Electra Townie Original 7D EQ Ladies' - 2017/2018","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1541,"Pamelia Newman",Monroe,NY,2018-04-16,2,6399.98,"Trek Fuel EX 8 29 XT - 2018","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1541,"Pamelia Newman",Monroe,NY,2018-04-16,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1541,"Pamelia Newman",Monroe,NY,2018-04-16,2,299.98,"Trek Girl's Kickster - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel"
1609,"Pamelia Newman",Monroe,NY,2018-08-23,1,349.99,"Electra Moto 3i (20-inch) - Boy's - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel"
1609,"Pamelia Newman",Monroe,NY,2018-08-23,2,1499.98,"Electra Townie Balloon 8D EQ - 2016/2017/2018","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1609,"Pamelia Newman",Monroe,NY,2018-08-23,1,533.99,"Sun Bicycles Streamway 7 - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
1074,"Deshawn Mendoza",Monsey,NY,2017-08-19,1,2599.99,"Trek Domane S 5 Disc - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer"
1074,"Deshawn Mendoza",Monsey,NY,2017-08-19,1,189.99,"Trek Precaliber 12 Boys - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1074,"Deshawn Mendoza",Monsey,NY,2017-08-19,2,419.98,"Trek Precaliber 16 Boys - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1387,"Deshawn Mendoza",Monsey,NY,2018-02-09,1,449.99,"Sun Bicycles Cruz 3 - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
1588,"Deshawn Mendoza",Monsey,NY,2018-04-26,2,419.98,"Haro Shredder 20 Girls - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
108,"Robby Sykes",Hempstead,NY,2016-03-06,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Baldwin Bikes","Marcelene Boyer"
108,"Robby Sykes",Hempstead,NY,2016-03-06,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
108,"Robby Sykes",Hempstead,NY,2016-03-06,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
715,"Robby Sykes",Hempstead,NY,2017-02-15,2,9999.98,"Trek Powerfly 8 FS Plus - 2017","Electric Bikes","Baldwin Bikes","Marcelene Boyer"
715,"Robby Sykes",Hempstead,NY,2017-02-15,1,5999.99,"Trek Silque SLR 7 Women's - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer"
1576,"Robby Sykes",Hempstead,NY,2018-04-23,1,416.99,"Sun Bicycles Cruz 7 - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1576,"Robby Sykes",Hempstead,NY,2018-04-23,1,319.99,"Electra Tiger Shark 1 (20-inch) - Boys' - 2018","Children Bicycles","Baldwin Bikes","Venita Daniel"
239,"Lashawn Ortiz",Longview,TX,2016-05-27,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Rowlett Bikes","Layla Terrell"
239,"Lashawn Ortiz",Longview,TX,2016-05-27,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Rowlett Bikes","Layla Terrell"
239,"Lashawn Ortiz",Longview,TX,2016-05-27,1,449.00,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Rowlett Bikes","Layla Terrell"
239,"Lashawn Ortiz",Longview,TX,2016-05-27,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Rowlett Bikes","Layla Terrell"
852,"Lashawn Ortiz",Longview,TX,2017-04-21,2,2819.98,"Haro SR 1.3 - 2017","Mountain Bikes","Rowlett Bikes","Layla Terrell"
1527,"Lashawn Ortiz",Longview,TX,2018-04-12,1,469.99,"Surly Wednesday Frameset - 2017","Mountain Bikes","Rowlett Bikes","Layla Terrell"
1527,"Lashawn Ortiz",Longview,TX,2018-04-12,1,551.99,"Sun Bicycles Streamway 3 - 2017","Comfort Bicycles","Rowlett Bikes","Layla Terrell"
1527,"Lashawn Ortiz",Longview,TX,2018-04-12,2,3999.98,"Trek Emonda S 5 - 2017","Road Bikes","Rowlett Bikes","Layla Terrell"
357,"Garry Espinoza",Forney,TX,2016-08-05,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
357,"Garry Espinoza",Forney,TX,2016-08-05,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Rowlett Bikes","Kali Vargas"
357,"Garry Espinoza",Forney,TX,2016-08-05,1,549.99,"Electra Townie Original 21D - 2016","Comfort Bicycles","Rowlett Bikes","Kali Vargas"
357,"Garry Espinoza",Forney,TX,2016-08-05,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Rowlett Bikes","Kali Vargas"
419,"Garry Espinoza",Forney,TX,2016-09-04,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Rowlett Bikes","Kali Vargas"
1572,"Garry Espinoza",Forney,TX,2018-04-22,1,3199.99,"Trek Fuel EX 8 29 - 2018","Mountain Bikes","Rowlett Bikes","Layla Terrell"
1572,"Garry Espinoza",Forney,TX,2018-04-22,2,1359.98,"Electra Townie Original 21D EQ - 2017/2018","Comfort Bicycles","Rowlett Bikes","Layla Terrell"
1401,"Linnie Branch",Plattsburgh,NY,2018-02-18,1,379.99,"Trek 820 - 2018","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1401,"Linnie Branch",Plattsburgh,NY,2018-02-18,2,1499.98,"Electra Townie Balloon 3i EQ - 2017/2018","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1483,"Linnie Branch",Plattsburgh,NY,2018-04-02,1,489.99,"Trek Superfly 24 - 2017/2018","Children Bicycles","Baldwin Bikes","Venita Daniel"
1610,"Linnie Branch",Plattsburgh,NY,2018-08-25,1,832.99,"Surly Troll Frameset - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1610,"Linnie Branch",Plattsburgh,NY,2018-08-25,2,6399.98,"Trek Domane ALR Frameset - 2018","Road Bikes","Baldwin Bikes","Venita Daniel"
352,"Emmitt Sanchez","New York",NY,2016-08-03,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
352,"Emmitt Sanchez","New York",NY,2016-08-03,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1020,"Emmitt Sanchez","New York",NY,2017-07-23,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1020,"Emmitt Sanchez","New York",NY,2017-07-23,2,833.98,"Sun Bicycles Cruz 7 - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1020,"Emmitt Sanchez","New York",NY,2017-07-23,1,529.99,"Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1020,"Emmitt Sanchez","New York",NY,2017-07-23,2,3999.98,"Trek Emonda S 5 - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer"
1020,"Emmitt Sanchez","New York",NY,2017-07-23,2,9999.98,"Sun Bicycles Spider 3i - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
1510,"Emmitt Sanchez","New York",NY,2018-04-09,2,6399.98,"Trek Fuel EX 8 29 XT - 2018","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
1510,"Emmitt Sanchez","New York",NY,2018-04-09,1,449.99,"Sun Bicycles Cruz 3 - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1510,"Emmitt Sanchez","New York",NY,2018-04-09,2,5999.98,"Electra Townie Commute Go! - 2018","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1510,"Emmitt Sanchez","New York",NY,2018-04-09,1,2599.00,"Heller Shagamaw GX1 - 2018","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
246,"Caren Stephens",Scarsdale,NY,2016-05-30,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
301,"Caren Stephens",Scarsdale,NY,2016-07-06,1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
301,"Caren Stephens",Scarsdale,NY,2016-07-06,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1549,"Caren Stephens",Scarsdale,NY,2018-04-17,1,959.99,"Trek CrossRip 1 - 2018","Road Bikes","Baldwin Bikes","Venita Daniel"
1549,"Caren Stephens",Scarsdale,NY,2018-04-17,1,469.99,"Trek Kids' Neko - 2018","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1549,"Caren Stephens",Scarsdale,NY,2018-04-17,2,1499.98,"Electra White Water 3i - 2018","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1549,"Caren Stephens",Scarsdale,NY,2018-04-17,2,1399.98,"Electra Townie Commute 8D Ladies' - 2018","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
606,"Georgetta Hardin",Canandaigua,NY,2016-12-11,2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
606,"Georgetta Hardin",Canandaigua,NY,2016-12-11,2,898.00,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1407,"Georgetta Hardin",Canandaigua,NY,2018-02-26,1,799.99,"Electra Townie Balloon 3i EQ Ladies' - 2018","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
1407,"Georgetta Hardin",Canandaigua,NY,2018-02-26,2,1665.98,"Surly Troll Frameset - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
1407,"Georgetta Hardin",Canandaigua,NY,2018-02-26,1,399.99,"Trek Superfly 20 - 2018","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
1407,"Georgetta Hardin",Canandaigua,NY,2018-02-26,1,832.99,"Sun Bicycles Spider 3i - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
1534,"Georgetta Hardin",Canandaigua,NY,2018-04-14,1,1469.99,"Trek Ticket S Frame - 2018","Mountain Bikes","Baldwin Bikes","Venita Daniel"
1534,"Georgetta Hardin",Canandaigua,NY,2018-04-14,2,399.98,"Trek Precaliber 12 Boy's - 2018","Children Bicycles","Baldwin Bikes","Venita Daniel"
1534,"Georgetta Hardin",Canandaigua,NY,2018-04-14,2,6399.98,"Trek Domane ALR Disc Frameset - 2018","Road Bikes","Baldwin Bikes","Venita Daniel"
1211,"Lizzette Stein","Orchard Park",NY,2017-10-27,2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
1211,"Lizzette Stein","Orchard Park",NY,2017-10-27,1,2599.99,"Trek Domane S 5 Disc - 2017","Road Bikes","Baldwin Bikes","Venita Daniel"
1211,"Lizzette Stein","Orchard Park",NY,2017-10-27,1,209.99,"Haro Shredder 20 - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel"
1211,"Lizzette Stein","Orchard Park",NY,2017-10-27,1,209.99,"Haro Shredder 20 Girls - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel"
1211,"Lizzette Stein","Orchard Park",NY,2017-10-27,2,899.98,"Sun Bicycles Cruz 3 - Women's - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
1234,"Lizzette Stein","Orchard Park",NY,2017-11-07,2,10999.98,"Trek Domane SLR 6 Disc - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer"
1234,"Lizzette Stein","Orchard Park",NY,2017-11-07,2,833.98,"Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
1535,"Lizzette Stein","Orchard Park",NY,2018-04-14,1,209.99,"Haro Shredder 20 - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel"
1535,"Lizzette Stein","Orchard Park",NY,2018-04-14,2,1199.98,"Electra Cruiser Lux Fat Tire 1 Ladies - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
547,"Aleta Shepard","Sugar Land",TX,2016-11-09,2,3361.98,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Rowlett Bikes","Kali Vargas"
547,"Aleta Shepard","Sugar Land",TX,2016-11-09,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Rowlett Bikes","Kali Vargas"
547,"Aleta Shepard","Sugar Land",TX,2016-11-09,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes","Rowlett Bikes","Kali Vargas"
735,"Aleta Shepard","Sugar Land",TX,2017-02-27,2,833.98,"Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Rowlett Bikes","Layla Terrell"
735,"Aleta Shepard","Sugar Land",TX,2017-02-27,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Rowlett Bikes","Layla Terrell"
1177,"Tobie Little",Victoria,TX,2017-10-12,2,6999.98,"Trek Boone 7 - 2017","Cyclocross Bicycles","Rowlett Bikes","Layla Terrell"
1177,"Tobie Little",Victoria,TX,2017-10-12,1,439.99,"Electra Cruiser Lux 1 - 2017","Cruisers Bicycles","Rowlett Bikes","Layla Terrell"
1409,"Tobie Little",Victoria,TX,2018-02-26,2,1799.98,"Electra Townie Balloon 7i EQ - 2018","Comfort Bicycles","Rowlett Bikes","Kali Vargas"
1409,"Tobie Little",Victoria,TX,2018-02-26,1,1299.99,"Trek CrossRip 2 - 2018","Road Bikes","Rowlett Bikes","Kali Vargas"
1409,"Tobie Little",Victoria,TX,2018-02-26,2,6399.98,"Trek Domane SL 6 - 2018","Road Bikes","Rowlett Bikes","Kali Vargas"
1409,"Tobie Little",Victoria,TX,2018-02-26,1,289.99,"Strider Strider 20 Sport - 2018","Children Bicycles","Rowlett Bikes","Kali Vargas"
1596,"Tobie Little",Victoria,TX,2018-04-28,1,349.99,"Trek Precaliber 24 (21-Speed) - Girls - 2017","Children Bicycles","Rowlett Bikes","Kali Vargas"
1596,"Tobie Little",Victoria,TX,2018-04-28,1,449.00,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
183,"Adelle Larsen","East Northport",NY,2016-04-19,2,3361.98,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
183,"Adelle Larsen","East Northport",NY,2016-04-19,2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
